record_type,stamp_sec,cycle,vehicle_id,vehicle,cell_x,cell_y,slope,roughness,step,coarse_cost,n_points,interpolated,pose_status,status,roll_deg,pitch_deg,contact_points,stable,final_cost,success_count,collision_count,failure_count,skipped_cells
cell,11.006,40,2,tracked car,8.25,11.25,0.316745549,1.31771302,0.0161105394,1,221,0,2,success,-1.06172586,1.88264962,15,1,0.049072925,,,,
cell,11.006,40,1,wheeled car,8.25,10.75,0.589878142,0.948840916,1.44647861,1,0,1,1,collision,0,0,4,0,1,,,,
cell,11.006,40,2,tracked car,8.25,10.75,0.589878142,0.948840916,1.44647861,1,0,1,1,collision,0,0,6,0,1,,,,
cell,11.006,40,1,wheeled car,8.25,10.25,0.525462508,1.04394138,1.44647861,1,0,1,1,collision,0,0,2,0,1,,,,
cell,11.006,40,2,tracked car,8.25,10.25,0.525462508,1.04394138,1.44647861,1,0,1,1,collision,0,0,1,0,1,,,,
cell,11.006,40,1,wheeled car,8.25,9.25,0.337699592,0.644346535,0.578445911,0.520164013,80,0,0,failure_keep_coarse,16.6836018,-10.0569749,2,0,0.520164013,,,,
cell,11.006,40,2,tracked car,8.25,9.25,0.337699592,0.644346535,0.578445911,0.520164013,80,0,2,success,0.770731926,-2.83590556,7,1,0.0601106249,,,,
cell,11.006,40,1,wheeled car,8.25,8.75,0.477055997,0.255123258,0.587270141,0.439816475,0,1,2,success,15.9672316,-12.1672873,4,1,0.468908638,,,,
cell,11.006,40,2,tracked car,8.25,8.75,0.477055997,0.255123258,0.587270141,0.439816475,0,1,2,success,29.8208571,-16.8951284,4,1,0.778599739,,,,
cell,11.006,40,1,wheeled car,8.25,7.75,0.311300248,0.226436809,0.641581416,0.393106192,77,0,0,failure_keep_coarse,15.7967751,-7.53658207,2,0,0.393106192,,,,
cell,11.006,40,2,tracked car,8.25,7.75,0.311300248,0.226436809,0.641581416,0.393106192,77,0,2,success,15.7967751,-7.53658207,4,1,0.388889283,,,,
cell,11.006,40,1,wheeled car,8.25,7.25,0.371631682,0.146039486,0.641581416,0.386417538,0,1,1,collision,0,0,4,0,1,,,,
cell,11.006,40,2,tracked car,8.25,7.25,0.371631682,0.146039486,0.641581416,0.386417538,0,1,2,success,12.1125102,-12.489692,5,1,0.410036713,,,,
cell,11.006,40,1,wheeled car,8.25,5.75,0.304424196,0.117475852,nan,nan,0,0,2,success,12.5973813,0.632462629,5,1,0.2204974,,,,
cell,11.006,40,2,tracked car,8.25,5.75,0.304424196,0.117475852,nan,nan,0,0,2,success,12.4296787,-6.74455709,6,1,0.319570601,,,,
cell,11.006,40,1,wheeled car,7.75,11.75,0.373478979,1.1469692,0.0343880057,1,120,0,1,collision,0,0,5,0,1,,,,
cell,11.006,40,2,tracked car,7.75,11.75,0.373478979,1.1469692,0.0343880057,1,120,0,2,success,12.5765512,-6.46244898,5,1,0.317316681,,,,
cell,11.006,40,1,wheeled car,7.75,11.25,0.587086499,0.956541181,1.45921302,1,0,1,1,collision,0,0,2,0,1,,,,
cell,11.006,40,2,tracked car,7.75,11.25,0.587086499,0.956541181,1.45921302,1,0,1,1,collision,0,0,5,0,1,,,,
cell,11.006,40,1,wheeled car,7.75,10.75,0.584327519,1.13222146,1.45921302,1,0,1,1,collision,0,0,6,0,1,,,,
cell,11.006,40,2,tracked car,7.75,10.75,0.584327519,1.13222146,1.45921302,1,0,1,1,collision,0,0,9,0,1,,,,
cell,11.006,40,1,wheeled car,7.75,10.25,0.317297399,1.29466462,0.00575780869,1,120,0,1,collision,0,0,3,0,1,,,,
cell,11.006,40,2,tracked car,7.75,10.25,0.317297399,1.29466462,0.00575780869,1,120,0,2,success,8.3625007,-21.7337666,4,1,0.501604438,,,,
cell,11.006,40,1,wheeled car,7.75,9.25,0.472710639,0.617187679,1.16276848,1,0,1,2,success,15.5871513,-7.09986919,3,1,0.378116995,,,,
cell,11.006,40,2,tracked car,7.75,9.25,0.472710639,0.617187679,1.16276848,1,0,1,2,success,30.0280869,-14.2213414,6,1,0.73702234,,,,
cell,11.006,40,1,wheeled car,7.75,8.75,0.416849166,0.713763297,1.1599654,1,0,1,1,collision,0,0,2,0,1,,,,
cell,11.006,40,2,tracked car,7.75,8.75,0.416849166,0.713763297,1.1599654,1,0,1,1,collision,0,0,7,0,1,,,,
cell,11.006,40,1,wheeled car,7.75,7.75,0.370638639,0.153348029,0.633692265,0.385892957,0,1,2,success,17.4402016,-7.95997277,6,1,0.423336238,,,,
cell,11.006,40,2,tracked car,7.75,7.75,0.370638639,0.153348029,0.633692265,0.385892957,0,1,2,success,26.0396202,-12.9192484,5,1,0.649314463,,,,
cell,11.006,40,1,wheeled car,7.75,7.25,0.300772846,0.245757639,0.633692265,0.393407583,40,0,1,collision,0,0,4,0,1,,,,
cell,11.006,40,2,tracked car,7.75,7.25,0.300772846,0.245757639,0.633692265,0.393407583,40,0,2,success,5.78600368,-13.0290412,9,1,0.313584089,,,,
cell,11.006,40,1,wheeled car,7.25,12.25,0.47166118,0.682446361,0.0349214673,0.396342993,0,1,1,collision,0,0,8,0,1,,,,
cell,11.006,40,2,tracked car,7.25,12.25,0.47166118,0.682446361,0.0349214673,0.396342993,0,1,1,collision,0,0,6,0,1,,,,
cell,11.006,40,1,wheeled car,7.25,11.75,0.580721736,0.599015832,nan,nan,0,0,2,success,3.32616594,-23.5256141,3,1,0.447529674,,,,
cell,11.006,40,2,tracked car,7.25,11.75,0.580721736,0.599015832,nan,nan,0,0,1,collision,0,0,3,0,1,,,,
cell,11.006,40,1,wheeled car,7.25,11.25,0.526841879,1.04681623,1.43912137,1,0,1,1,collision,0,0,2,0,1,,,,
cell,11.006,40,2,tracked car,7.25,11.25,0.526841879,1.04681623,1.43912137,1,0,1,1,collision,0,0,3,0,1,,,,
cell,11.006,40,1,wheeled car,7.25,10.75,0.318706751,1.29996991,0.014334023,1,40,0,1,collision,0,0,2,0,1,,,,
cell,11.006,40,2,tracked car,7.25,10.75,0.318706751,1.29996991,0.014334023,1,40,0,2,success,2.77852158,-24.942616,8,1,0.462018967,,,,
cell,11.006,40,1,wheeled car,7.25,9.75,0.470215172,0.876624107,1.1591351,1,0,1,2,success,13.304999,-14.3355624,4,1,0.460676014,,,,
cell,11.006,40,2,tracked car,7.25,9.75,0.470215172,0.876624107,1.1591351,1,0,1,2,success,16.3931265,-10.5162466,4,1,0.448489547,,,,
cell,11.006,40,1,wheeled car,7.25,9.25,0.47037369,0.863270462,1.16276848,1,0,1,1,collision,0,0,5,0,1,,,,
cell,11.006,40,2,tracked car,7.25,9.25,0.47037369,0.863270462,1.16276848,1,0,1,1,collision,0,0,13,0,1,,,,
cell,11.006,40,1,wheeled car,7.25,8.75,0.335308522,0.70463258,0.00237740576,0.347439528,320,0,2,success,17.5450848,-9.46858178,6,1,0.450227767,,,,
cell,11.006,40,2,tracked car,7.25,8.75,0.335308522,0.70463258,0.00237740576,0.347439528,320,0,1,collision,0,0,3,0,1,,,,
cell,11.006,40,1,wheeled car,7.25,8.25,0.302783668,0.22103256,0.62329638,0.382370859,40,0,2,success,21.5207954,-13.5645995,6,1,0.584756553,,,,
cell,11.006,40,2,tracked car,7.25,8.25,0.302783668,0.22103256,0.62329638,0.382370859,40,0,2,success,24.1046822,-13.7208236,7,1,0.630425096,,,,
cell,11.006,40,1,wheeled car,7.25,7.75,0.357547641,0.173451975,0.62329638,0.384765357,0,1,1,collision,0,0,4,0,1,,,,
cell,11.006,40,2,tracked car,7.25,7.75,0.357547641,0.173451975,0.62329638,0.384765357,0,1,1,collision,0,0,2,0,1,,,,
cell,11.006,40,1,wheeled car,6.75,12.25,0.547986567,0.341551781,nan,nan,0,0,2,success,3.10188167,-20.3041648,4,1,0.390100777,,,,
cell,11.006,40,2,tracked car,6.75,12.25,0.547986567,0.341551781,nan,nan,0,0,2,success,3.1635693,-25.2734165,11,1,0.47394976,,,,
cell,11.006,40,1,wheeled car,6.75,11.75,0.442758173,0.81289041,0.0253756344,0.427008063,0,1,2,success,1.93691072,-22.5084983,4,1,0.407423496,,,,
cell,11.006,40,2,tracked car,6.75,11.75,0.442758173,0.81289041,0.0253756344,0.427008063,0,1,2,success,14.4591326,-20.4740476,7,1,0.58221966,,,,
cell,11.006,40,1,wheeled car,6.75,10.25,0.473161817,0.884023845,1.16846514,1,0,1,2,success,13.4644103,-14.0308496,4,1,0.458254337,,,,
cell,11.006,40,2,tracked car,6.75,10.25,0.473161817,0.884023845,1.16846514,1,0,1,2,success,13.1874256,-8.04032634,5,1,0.353795856,,,,
cell,11.006,40,1,wheeled car,6.75,9.75,0.471120328,0.865840912,1.16846514,1,0,1,1,collision,0,0,7,0,1,,,,
cell,11.006,40,2,tracked car,6.75,9.75,0.471120328,0.865840912,1.16846514,1,0,1,1,collision,0,0,9,0,1,,,,
cell,11.006,40,1,wheeled car,6.75,9.25,0.305086046,0.73342514,0.00216331333,0.346891493,200,0,1,collision,0,0,1,0,1,,,,
cell,11.006,40,2,tracked car,6.75,9.25,0.305086046,0.73342514,0.00216331333,0.346891493,200,0,2,success,10.79788,-18.3291356,4,1,0.485450268,,,,
cell,11.006,40,1,wheeled car,6.75,8.25,0.367445886,0.177183837,0.466595262,0.337074995,0,1,2,success,8.98645585,-9.39762064,4,1,0.306401283,,,,
cell,11.006,40,2,tracked car,6.75,8.25,0.367445886,0.177183837,0.466595262,0.337074995,0,1,2,success,14.5601225,-13.7608611,5,1,0.472016394,,,,
cell,11.006,40,1,wheeled car,6.75,-1.75,0.4859837,1.31060863,1.21784568,1,0,1,1,collision,0,0,5,0,1,,,,
cell,11.006,40,2,tracked car,6.75,-1.75,0.4859837,1.31060863,1.21784568,1,0,1,1,collision,0,0,5,0,1,,,,
cell,11.006,40,1,wheeled car,6.75,-2.25,0.888612628,0.710413992,1.21675062,1,0,1,2,success,-45.508833,1.22364572,4,1,0.520394087,,,,
cell,11.006,40,2,tracked car,6.75,-2.25,0.888612628,0.710413992,1.21675062,1,0,1,0,failure_keep_coarse,-40.5303268,-2.18701358,4,0,1,,,,
cell,11.006,40,1,wheeled car,6.25,11.25,0.316119671,0.754494429,0.589852035,0.553488731,189,0,2,success,13.7804605,-13.8833633,4,1,0.461063743,,,,
cell,11.006,40,2,tracked car,6.25,11.25,0.316119671,0.754494429,0.589852035,0.553488731,189,0,1,collision,0,0,8,0,1,,,,
cell,11.006,40,1,wheeled car,6.25,10.75,0.478981405,0.630642176,1.18859792,1,0,1,0,failure_keep_coarse,10.3112424,-21.8943996,3,0,1,,,,
cell,11.006,40,2,tracked car,6.25,10.75,0.478981405,0.630642176,1.18859792,1,0,1,1,collision,0,0,3,0,1,,,,
cell,11.006,40,1,wheeled car,6.25,10.25,0.476032108,0.877816439,1.18859792,1,0,1,0,failure_keep_coarse,4.72815888,-19.2032243,3,0,1,,,,
cell,11.006,40,2,tracked car,6.25,10.25,0.476032108,0.877816439,1.18859792,1,0,1,1,collision,0,0,15,0,1,,,,
cell,11.006,40,1,wheeled car,6.25,8.75,0.37701261,0.296652377,0.622312784,0.43199262,0,1,2,success,15.7961635,-13.4235171,6,1,0.486994684,,,,
cell,11.006,40,2,tracked car,6.25,8.75,0.37701261,0.296652377,0.622312784,0.43199262,0,1,2,success,24.1217511,-13.1731052,6,1,0.621580958,,,,
cell,11.006,40,1,wheeled car,6.25,-1.75,0.410988867,1.70446074,0.000857263803,1,285,0,1,collision,0,0,7,0,1,,,,
cell,11.006,40,2,tracked car,6.25,-1.75,0.410988867,1.70446074,0.000857263803,1,285,0,1,collision,0,0,5,0,1,,,,
cell,11.006,40,1,wheeled car,6.25,-2.25,0.911364973,0.728196442,2.42363691,1,325,0,2,success,-41.5832636,1.1816822,6,1,0.519694686,,,,
cell,11.006,40,2,tracked car,6.25,-2.25,0.911364973,0.728196442,2.42363691,1,325,0,0,failure_keep_coarse,26.2463398,8.79624745,2,0,1,,,,
cell,11.006,40,1,wheeled car,6.25,-2.75,1.0400908,0.609307408,2.42363691,1,1602,0,1,collision,0,0,6,0,1,,,,
cell,11.006,40,2,tracked car,6.25,-2.75,1.0400908,0.609307408,2.42363691,1,1602,0,2,success,-3.43502345,-0.309735981,9,1,0.0624126568,,,,
cell,11.006,40,1,wheeled car,5.75,12.25,0.376506448,0.827201724,0.0461307168,0.416612953,310,0,1,collision,0,0,6,0,1,,,,
cell,11.006,40,2,tracked car,5.75,12.25,0.376506448,0.827201724,0.0461307168,0.416612953,310,0,1,collision,0,0,2,0,1,,,,
cell,11.006,40,1,wheeled car,5.75,11.75,0.464329243,0.506606162,1.22274506,1,0,1,1,collision,0,0,5,0,1,,,,
cell,11.006,40,2,tracked car,5.75,11.75,0.464329243,0.506606162,1.22274506,1,0,1,1,collision,0,0,6,0,1,,,,
cell,11.006,40,1,wheeled car,5.75,11.25,0.514413297,0.449182272,0.643798113,0.535797894,0,1,2,success,2.41526547,-19.4007681,4,1,0.363600552,,,,
cell,11.006,40,2,tracked car,5.75,11.25,0.514413297,0.449182272,0.643798113,0.535797894,0,1,1,collision,0,0,3,0,1,,,,
cell,11.006,40,1,wheeled car,5.75,10.75,0.425746053,0.735518873,1.17664456,1,0,1,0,failure_keep_coarse,27.08982,5.71020613,2,0,1,,,,
cell,11.006,40,2,tracked car,5.75,10.75,0.425746053,0.735518873,1.17664456,1,0,1,1,collision,0,0,13,0,1,,,,
cell,11.006,40,1,wheeled car,5.75,9.25,0.380879581,0.487357944,0.943382263,0.603873312,0,1,2,success,14.0657502,-13.8314227,6,1,0.464952886,,,,
cell,11.006,40,2,tracked car,5.75,9.25,0.380879581,0.487357944,0.943382263,0.603873312,0,1,2,success,24.3608343,-13.1071239,6,1,0.624465942,,,,
cell,11.006,40,1,wheeled car,5.75,8.75,0.346839339,0.516310036,0.936234117,0.599794447,0,1,1,collision,0,0,4,0,1,,,,
cell,11.006,40,2,tracked car,5.75,8.75,0.346839339,0.516310036,0.936234117,0.599794447,0,1,2,success,12.1160824,-11.9196522,6,1,0.400595576,,,,
cell,11.006,40,1,wheeled car,5.75,-2.25,0.88497293,0.734013677,1.17280734,1,0,1,2,success,-42.9631189,-1.19081051,7,1,0.519846857,,,,
cell,11.006,40,2,tracked car,5.75,-2.25,0.88497293,0.734013677,1.17280734,1,0,1,0,failure_keep_coarse,-92.0638198,9.15168787,2,0,1,,,,
cell,11.006,40,1,wheeled car,5.25,12.25,0.497898191,0.347303391,nan,nan,0,0,2,success,3.76917768,-20.1312659,3,1,0.398340732,,,,
cell,11.006,40,2,tracked car,5.25,12.25,0.497898191,0.347303391,nan,nan,0,0,1,collision,0,0,2,0,1,,,,
cell,11.006,40,1,wheeled car,5.25,11.75,0.456457287,0.484897345,1.22274506,1,0,1,2,success,-0.106803201,-18.8609806,5,1,0.316129744,,,,
cell,11.006,40,2,tracked car,5.25,11.75,0.456457287,0.484897345,1.22274506,1,0,1,2,success,-1.42451581,-20.4193974,11,1,0.36406523,,,,
cell,11.006,40,1,wheeled car,5.25,11.25,0.322959453,0.779512227,0.589852214,0.564107955,40,0,1,collision,0,0,3,0,1,,,,
cell,11.006,40,2,tracked car,5.25,11.25,0.322959453,0.779512227,0.589852214,0.564107955,40,0,2,success,10.771938,-16.8539032,5,1,0.460430682,,,,
cell,11.006,40,1,wheeled car,5.25,9.75,0.392230362,0.457603395,0.963059425,0.604297698,0,1,2,success,3.90962412,-13.6621727,4,1,0.29286328,,,,
cell,11.006,40,2,tracked car,5.25,9.75,0.392230362,0.457603395,0.963059425,0.604297698,0,1,1,collision,0,0,5,0,1,,,,
cell,11.006,40,1,wheeled car,5.25,9.25,0.383716553,0.645712614,0.951920033,0.660449743,0,1,2,success,6.06472022,-8.21807984,5,1,0.238046661,,,,
cell,11.006,40,2,tracked car,5.25,9.25,0.383716553,0.645712614,0.951920033,0.660449743,0,1,1,collision,0,0,15,0,1,,,,
cell,11.006,40,1,wheeled car,5.25,-2.25,0.798683941,0.00600843597,nan,nan,0,0,0,failure_keep_coarse,-19.6564966,-1.18398937,2,0,nan,,,,
cell,11.006,40,2,tracked car,5.25,-2.25,0.798683941,0.00600843597,nan,nan,0,0,0,failure_keep_coarse,-43.1328828,-1.18398937,5,0,nan,,,,
cell,11.006,40,1,wheeled car,4.75,14.25,0.529876471,0.000785057375,nan,nan,0,0,2,success,3.63036262,-20.6403267,3,1,0.404511482,,,,
cell,11.006,40,2,tracked car,4.75,14.25,0.529876471,0.000785057375,nan,nan,0,0,1,collision,0,0,9,0,1,,,,
cell,11.006,40,1,wheeled car,4.75,13.75,0.523619413,0.000726501166,0.670494139,0.398279995,0,1,2,success,2.38071332,-20.2790542,3,1,0.377662778,,,,
cell,11.006,40,2,tracked car,4.75,13.75,0.523619413,0.000726501166,0.670494139,0.398279995,0,1,2,success,6.06824062,-20.7188541,6,1,0.446451575,,,,
cell,11.006,40,1,wheeled car,4.75,13.25,0.518386781,0.000216686181,nan,nan,0,0,1,collision,0,0,5,0,1,,,,
cell,11.006,40,2,tracked car,4.75,13.25,0.518386781,0.000216686181,nan,nan,0,0,2,success,6.79225585,-21.4017368,6,1,0.469899863,,,,
cell,11.006,40,1,wheeled car,4.75,10.75,0.386564255,0.374859363,1.00922704,1,18,1,2,success,15.0976567,-16.2459486,6,1,0.522393405,,,,
cell,11.006,40,2,tracked car,4.75,10.75,0.386564255,0.374859363,1.00922704,1,18,1,2,success,8.87079485,-5.22460859,6,1,0.234923393,,,,
cell,11.006,40,1,wheeled car,4.75,10.25,0.428894043,0.333479434,0.508193731,0.423522383,0,1,1,collision,0,0,3,0,1,,,,
cell,11.006,40,2,tracked car,4.75,10.25,0.428894043,0.333479434,0.508193731,0.423522383,0,1,1,collision,0,0,4,0,1,,,,
cell,11.006,40,1,wheeled car,4.75,9.75,0.345753103,0.530812263,0.963059425,0.613208234,0,1,2,success,2.55197122,-13.7776149,4,1,0.272159755,,,,
cell,11.006,40,2,tracked car,4.75,9.75,0.345753103,0.530812263,0.963059425,0.613208234,0,1,1,collision,0,0,13,0,1,,,,
cell,11.006,40,1,wheeled car,4.75,-1.75,0.47591868,1.28111517,1.19613552,1,0,1,1,collision,0,0,5,0,1,,,,
cell,11.006,40,2,tracked car,4.75,-1.75,0.47591868,1.28111517,1.19613552,1,0,1,1,collision,0,0,3,0,1,,,,
cell,11.006,40,1,wheeled car,4.75,-2.25,0.84243381,0.645655811,1.19643068,1,0,1,0,failure_keep_coarse,-20.6922935,-1.31697136,2,0,1,,,,
cell,11.006,40,2,tracked car,4.75,-2.25,0.84243381,0.645655811,1.19643068,1,0,1,0,failure_keep_coarse,-44.9494034,-1.31697136,4,0,1,,,,
cell,11.006,40,1,wheeled car,4.25,11.75,0.343004793,0.412270248,0.00892959535,0.254734874,15,1,1,collision,0,0,3,0,1,,,,
cell,11.006,40,2,tracked car,4.25,11.75,0.343004793,0.412270248,0.00892959535,0.254734874,15,1,1,collision,0,0,5,0,1,,,,
cell,11.006,40,1,wheeled car,4.25,11.25,0.426362097,0.369130611,1.04817653,1,0,1,0,failure_keep_coarse,24.7170002,-16.892818,2,0,1,,,,
cell,11.006,40,2,tracked car,4.25,11.25,0.426362097,0.369130611,1.04817653,1,0,1,1,collision,0,0,5,0,1,,,,
cell,11.006,40,1,wheeled car,4.25,10.75,0.381116241,0.355596572,1.00922704,1,0,1,2,success,1.43546541,-14.3011897,4,1,0.262277573,,,,
cell,11.006,40,2,tracked car,4.25,10.75,0.381116241,0.355596572,1.00922704,1,0,1,1,collision,0,0,15,0,1,,,,
cell,11.006,40,1,wheeled car,4.25,-2.25,0.873930752,0.811255693,2.4331007,1,284,0,2,success,-42.641771,1.43761751,5,1,0.523960292,,,,
cell,11.006,40,2,tracked car,4.25,-2.25,0.873930752,0.811255693,2.4331007,1,284,0,0,failure_keep_coarse,-45.3646801,-4.0983637,4,0,1,,,,
cell,11.006,40,1,wheeled car,4.25,-2.75,1.10760951,0.242881969,2.4331007,1,2154,0,1,collision,0,0,3,0,1,,,,
cell,11.006,40,2,tracked car,4.25,-2.75,1.10760951,0.242881969,2.4331007,1,2154,0,2,success,-0.0465798179,-3.40683376,7,1,0.0575568937,,,,
cell,11.006,40,1,wheeled car,3.75,12.25,0.438992172,0.000402391335,nan,nan,0,0,1,collision,0,0,5,0,1,,,,
cell,11.006,40,2,tracked car,3.75,12.25,0.438992172,0.000402391335,nan,nan,0,0,1,collision,0,0,4,0,1,,,,
cell,11.006,40,1,wheeled car,3.75,11.75,0.421440929,0.213691056,0.541966021,0.392366022,0,1,2,success,1.59731867,-17.5237017,3,1,0.318683684,,,,
cell,11.006,40,2,tracked car,3.75,11.75,0.421440929,0.213691056,0.541966021,0.392366022,0,1,1,collision,0,0,6,0,1,,,,
cell,11.006,40,1,wheeled car,3.75,11.25,0.312683374,0.487501174,0.0101230294,0.270102531,0,1,2,success,2.77086361,-14.3879696,4,1,0.285980552,,,,
cell,11.006,40,2,tracked car,3.75,11.25,0.312683374,0.487501174,0.0101230294,0.270102531,0,1,2,success,-2.15630636,-17.6527666,11,1,0.33015123,,,,
cell,11.006,40,1,wheeled car,3.75,9.25,0.316615045,0.21888493,nan,nan,0,0,2,success,0.0993060016,-11.990241,5,1,0.201492444,,,,
cell,11.006,40,2,tracked car,3.75,9.25,0.316615045,0.21888493,nan,nan,0,0,1,collision,0,0,13,0,1,,,,
cell,11.006,40,1,wheeled car,3.75,-2.25,0.877841949,1.14225852,2.33538675,1,80,0,2,success,-40.4602985,-3.28080146,5,1,0.554680049,,,,
cell,11.006,40,2,tracked car,3.75,-2.25,0.877841949,1.14225852,2.33538675,1,80,0,1,collision,0,0,3,0,1,,,,
cell,11.006,40,1,wheeled car,3.75,-2.75,1.14403832,0.00429460732,2.33538675,1,2564,0,1,collision,0,0,2,0,1,,,,
cell,11.006,40,2,tracked car,3.75,-2.75,1.14403832,0.00429460732,2.33538675,1,2564,0,2,success,10.5070669,-5.82306065,7,1,0.272168785,,,,
cell,11.006,40,1,wheeled car,3.25,9.75,0.304503202,0.171277896,nan,nan,0,0,2,success,1.16540979,-11.460796,5,1,0.210436761,,,,
cell,11.006,40,2,tracked car,3.25,9.75,0.304503202,0.171277896,nan,nan,0,0,1,collision,0,0,13,0,1,,,,
cell,11.006,40,1,wheeled car,3.25,-2.25,0.843448997,1.13010371,2.20817852,1,41,0,2,success,-37.0072889,-3.82615693,6,1,0.563769281,,,,
cell,11.006,40,2,tracked car,3.25,-2.25,0.843448997,1.13010371,2.20817852,1,41,0,0,failure_keep_coarse,-3.43334882,-4.30239363,2,0,1,,,,
cell,11.006,40,1,wheeled car,3.25,-2.75,1.11884916,0.00823728368,2.20817852,1,2522,0,1,collision,0,0,5,0,1,,,,
cell,11.006,40,2,tracked car,3.25,-2.75,1.11884916,0.00823728368,2.20817852,1,2522,0,2,success,3.48000177,-8.67563652,7,1,0.202593967,,,,
cell,11.006,40,1,wheeled car,2.75,-2.25,0.802927434,1.10578763,2.04398584,1,361,0,2,success,-34.5111635,-4.48298367,5,1,0.574716389,,,,
cell,11.006,40,2,tracked car,2.75,-2.25,0.802927434,1.10578763,2.04398584,1,361,0,0,failure_keep_coarse,-41.019328,-4.76330021,5,0,1,,,,
cell,11.006,40,1,wheeled car,2.75,-2.75,1.08833563,0.00987375714,2.04398584,1,2630,0,1,collision,0,0,6,0,1,,,,
cell,11.006,40,2,tracked car,2.75,-2.75,1.08833563,0.00987375714,2.04398584,1,2630,0,2,success,7.8046538,-9.05037021,7,1,0.280917078,,,,
cell,11.006,40,1,wheeled car,2.25,-2.25,0.762428701,1.06550264,1.91306567,1,122,0,2,success,-32.4676838,-5.56516204,6,1,0.592752695,,,,
cell,11.006,40,2,tracked car,2.25,-2.25,0.762428701,1.06550264,1.91306567,1,122,0,0,failure_keep_coarse,-39.3773422,-3.71640277,5,0,1,,,,
cell,11.006,40,1,wheeled car,2.25,-2.75,1.05640817,0.00692091184,1.91306567,1,2684,0,1,collision,0,0,4,0,1,,,,
cell,11.006,40,2,tracked car,2.25,-2.75,1.05640817,0.00692091184,1.91306567,1,2684,0,2,success,-0.116652533,-5.56868178,7,1,0.0947555751,,,,
cell,11.006,40,1,wheeled car,1.75,-2.25,0.723977566,1.02496231,1.81548572,1,389,0,2,success,-29.9400506,-5.20841136,7,1,0.585807681,,,,
cell,11.006,40,2,tracked car,1.75,-2.25,0.723977566,1.02496231,1.81548572,1,389,0,1,collision,0,0,3,0,1,,,,
cell,11.006,40,1,wheeled car,1.75,-2.75,1.02511644,0.00784479268,1.81548572,1,2695,0,1,collision,0,0,7,0,1,,,,
cell,11.006,40,2,tracked car,1.75,-2.75,1.02511644,0.00784479268,1.81548572,1,2695,0,2,success,2.41834583,-6.49033338,10,1,0.148477986,,,,
cell,11.006,40,1,wheeled car,1.25,-2.25,0.69202292,0.984258294,1.68600333,1,280,0,2,success,-28.8674149,-4.12006347,8,1,0.549791276,,,,
cell,11.006,40,2,tracked car,1.25,-2.25,0.69202292,0.984258294,1.68600333,1,280,0,1,collision,0,0,5,0,1,,,,
cell,11.006,40,1,wheeled car,1.25,-2.75,0.998070896,0.00633070804,1.68600333,1,2800,0,1,collision,0,0,7,0,1,,,,
cell,11.006,40,2,tracked car,1.25,-2.75,0.998070896,0.00633070804,1.68600333,1,2800,0,2,success,9.12224543,-7.14176031,6,1,0.271066755,,,,
cell,11.006,40,1,wheeled car,0.75,-2.25,0.665989578,0.945632279,1.63108492,1,529,0,2,success,-28.2573449,-3.14756482,7,1,0.523415148,,,,
cell,11.006,40,2,tracked car,0.75,-2.25,0.665989578,0.945632279,1.63108492,1,529,0,0,failure_keep_coarse,-36.1338689,-2.83320705,6,0,1,,,,
cell,11.006,40,1,wheeled car,0.75,-2.75,0.975257874,0.0014992872,1.63108492,1,2720,0,1,collision,0,0,4,0,1,,,,
cell,11.006,40,2,tracked car,0.75,-2.75,0.975257874,0.0014992872,1.63108492,1,2720,0,2,success,9.74183077,-5.56406896,5,1,0.255098343,,,,
cell,11.006,40,1,wheeled car,0.25,-2.25,0.653008997,0.926374853,1.59703493,1,480,0,0,failure_keep_coarse,-19.3916112,-0.181998739,6,0,1,,,,
cell,11.006,40,2,tracked car,0.25,-2.25,0.653008997,0.926374853,1.59703493,1,480,0,0,failure_keep_coarse,-34.5033207,-0.181998739,5,0,1,,,,
cell,11.006,40,1,wheeled car,0.25,-2.75,0.96363014,0.000576248567,1.59703493,1,2560,0,1,collision,0,0,4,0,1,,,,
cell,11.006,40,2,tracked car,0.25,-2.75,0.96363014,0.000576248567,1.59703493,1,2560,0,2,success,-2.09108057,-0.215692404,10,1,0.0384462178,,,,
cell,11.006,40,1,wheeled car,-0.25,-2.25,0.653119802,0.927128851,1.57713652,1,480,0,2,success,-28.9925841,0.168482927,10,1,0.486017793,,,,
cell,11.006,40,2,tracked car,-0.25,-2.25,0.653119802,0.927128851,1.57713652,1,480,0,0,failure_keep_coarse,-34.5437072,0.168482927,5,0,1,,,,
cell,11.006,40,1,wheeled car,-0.25,-2.75,0.963798404,0.00093250256,1.57713652,1,2600,0,1,collision,0,0,3,0,1,,,,
cell,11.006,40,2,tracked car,-0.25,-2.75,0.963798404,0.00093250256,1.57713652,1,2600,0,2,success,-0.00012450403,0.197047081,10,1,0.00328619312,,,,
cell,11.006,40,1,wheeled car,-0.75,-2.25,0.663842559,0.941917479,1.63239145,1,560,0,2,success,-29.5324769,0.418137125,8,1,0.49917689,,,,
cell,11.006,40,2,tracked car,-0.75,-2.25,0.663842559,0.941917479,1.63239145,1,560,0,0,failure_keep_coarse,-33.9769211,0.418137125,5,0,1,,,,
cell,11.006,40,1,wheeled car,-0.75,-2.75,0.973231316,0.0021091376,1.63239145,1,2722,0,1,collision,0,0,3,0,1,,,,
